վ��,time,PM2.5,PM10,NO2,temperature,humidity
΢վ2,2022/11/29 15:00,23,59,22,10.7,81
΢վ2,2022/11/29 16:00,25,66,27,9.8,85
΢վ2,2022/11/29 17:00,25,66,29,9.4,86
΢վ2,2022/11/29 18:00,21,53,28,8.9,88
΢վ2,2022/11/29 19:00,17,43,23,8.3,88
΢վ2,2022/11/29 20:00,16,42,22,7,86
΢վ2,2022/11/29 21:00,12,30,26,5.9,87
΢վ2,2022/11/29 22:00,13,29,26,5.3,86
΢վ2,2022/11/29 23:00,13,30,25,4.5,86
΢վ2,2022/11/30 0:00,12,28,25,3.9,86
΢վ2,2022/11/30 1:00,12,26,27,2.9,88
΢վ2,2022/11/30 2:00,14,32,28,2.7,88
΢վ2,2022/11/30 3:00,14,33,23,2.2,87
΢վ2,2022/11/30 4:00,11,31,19,2.5,78
΢վ2,2022/11/30 5:00,10,30,17,2.7,68
΢վ2,2022/11/30 6:00,9,28,22,2.5,66
΢վ2,2022/11/30 7:00,9,29,24,2.4,65
΢վ2,2022/11/30 8:00,9,30,23,2.9,62
΢վ2,2022/11/30 9:00,9,29,24,2.8,61
΢վ2,2022/11/30 10:00,9,27,25,2.9,61
΢վ2,2022/11/30 11:00,9,25,26,3.2,61
΢վ2,2022/11/30 12:00,9,26,26,3,62
΢վ2,2022/11/30 13:00,10,28,27,3.1,63
΢վ2,2022/11/30 14:00,11,28,29,3.1,64
΢վ2,2022/11/30 15:00,12,30,30,3.1,66
΢վ2,2022/11/30 16:00,12,31,29,2.8,67
΢վ2,2022/11/30 17:00,12,31,30,2.9,67
΢վ2,2022/11/30 18:00,11,30,28,3,66
΢վ2,2022/11/30 19:00,12,31,28,2.8,67
΢վ2,2022/11/30 20:00,13,32,28,2.9,68
΢վ2,2022/11/30 21:00,12,30,25,2.7,66
΢վ2,2022/11/30 22:00,11,29,26,2.6,64
΢վ2,2022/11/30 23:00,11,28,27,2.5,64
